source;target;weight
Himmelbach, Axel;Vronces, Shauna;2
Himmelbach, Axel;Walkowiak, Sean;2
Himmelbach, Axel;Wang, Penghao;5
Himmelbach, Axel;Waters, Amanda J;2
Himmelbach, Axel;Wight, Charlene P;2
Himmelbach, Axel;Yan, Weikai;2
Himmelbach, Axel;Yao, Eric;2
Himmelbach, Axel;Zhang, Xiao-Qi;5
Himmelbach, Axel;Zhou, Gaofeng;3
Himmelbach, Axel;Zhou, Zhou;2
Himmelbach, Axel;Tinker, Nicholas A;2
Fiedler, Jason D;Himmelbach, Axel;2
Himmelbach, Axel;Li, Chengdao;5
Himmelbach, Axel;Maughan, Peter J;2
Himmelbach, Axel;Spannagl, Manuel;8
Himmelbach, Axel;Mascher, Martin;8
Howarth, Catherine J;Hu, Haifei;2
Howarth, Catherine J;Isidro Y Sánchez, Julio;2
Howarth, Catherine J;Itaya, Asuka;2
Howarth, Catherine J;Jannink, Jean-Luc;2
Howarth, Catherine J;Jia, Yong;2
Howarth, Catherine J;Kaur, Rajvinder;2
Howarth, Catherine J;Knauft, Manuela;2
Howarth, Catherine J;Langdon, Tim;2
Howarth, Catherine J;Lux, Thomas;2
Howarth, Catherine J;Marmon, Sofia;2
Howarth, Catherine J;Marosi, Vanda;2
Howarth, Catherine J;Mayer, Klaus F X;2
Howarth, Catherine J;Michel, Steve;2
Howarth, Catherine J;Nandety, Raja Sekhar;2
Howarth, Catherine J;Nilsen, Kirby T;2
Howarth, Catherine J;Paczos-Grzęda, Edyta;2
Howarth, Catherine J;Pasha, Asher;2
Howarth, Catherine J;Prats, Elena;2
Howarth, Catherine J;Provart, Nicholas J;2
Howarth, Catherine J;Ravagnani, Adriana;2
Howarth, Catherine J;Reid, Robert W;2
Howarth, Catherine J;Schlueter, Jessica A;2
Howarth, Catherine J;Schulman, Alan H;2
Howarth, Catherine J;Sen, Taner Z;2
Howarth, Catherine J;Singh, Jaswinder;2
Howarth, Catherine J;Singh, Mehtab;2
Howarth, Catherine J;Sirijovski, Nick;2
Howarth, Catherine J;Stein, Nils;2
Howarth, Catherine J;Studer, Bruno;2
Howarth, Catherine J;Viitala, Sirja;2
Howarth, Catherine J;Vronces, Shauna;2
Howarth, Catherine J;Walkowiak, Sean;2
Howarth, Catherine J;Wang, Penghao;2
Howarth, Catherine J;Waters, Amanda J;2
Howarth, Catherine J;Wight, Charlene P;2
Howarth, Catherine J;Yan, Weikai;2
Howarth, Catherine J;Yao, Eric;2
Howarth, Catherine J;Zhang, Xiao-Qi;2
Howarth, Catherine J;Zhou, Gaofeng;2
Howarth, Catherine J;Zhou, Zhou;2
Howarth, Catherine J;Tinker, Nicholas A;2
Fiedler, Jason D;Howarth, Catherine J;2
Howarth, Catherine J;Li, Chengdao;2
Howarth, Catherine J;Maughan, Peter J;2
Howarth, Catherine J;Spannagl, Manuel;2
Howarth, Catherine J;Mascher, Martin;2
Hu, Haifei;Isidro Y Sánchez, Julio;2
Hu, Haifei;Itaya, Asuka;2
Hu, Haifei;Jannink, Jean-Luc;2
Hu, Haifei;Jia, Yong;5
Hu, Haifei;Kaur, Rajvinder;2
Hu, Haifei;Knauft, Manuela;3
Hu, Haifei;Langdon, Tim;2
Hu, Haifei;Lux, Thomas;3
Hu, Haifei;Marmon, Sofia;2
Hu, Haifei;Marosi, Vanda;2
Hu, Haifei;Mayer, Klaus F X;3
Hu, Haifei;Michel, Steve;2
Hu, Haifei;Nandety, Raja Sekhar;2
Hu, Haifei;Nilsen, Kirby T;2
Hu, Haifei;Paczos-Grzęda, Edyta;2
Hu, Haifei;Pasha, Asher;2
Hu, Haifei;Prats, Elena;2
Hu, Haifei;Provart, Nicholas J;2
Hu, Haifei;Ravagnani, Adriana;2
Hu, Haifei;Reid, Robert W;2
Hu, Haifei;Schlueter, Jessica A;2
Hu, Haifei;Schulman, Alan H;2
Hu, Haifei;Sen, Taner Z;2
Hu, Haifei;Singh, Jaswinder;2
Hu, Haifei;Singh, Mehtab;2
Hu, Haifei;Sirijovski, Nick;2
Hu, Haifei;Stein, Nils;3
Hu, Haifei;Studer, Bruno;2
Hu, Haifei;Viitala, Sirja;2
Hu, Haifei;Vronces, Shauna;2
Hu, Haifei;Walkowiak, Sean;2
Hu, Haifei;Wang, Penghao;3
Hu, Haifei;Waters, Amanda J;2
Hu, Haifei;Wight, Charlene P;2
Hu, Haifei;Yan, Weikai;2
Hu, Haifei;Yao, Eric;2
Hu, Haifei;Zhang, Xiao-Qi;3
Hu, Haifei;Zhou, Gaofeng;2
Hu, Haifei;Zhou, Zhou;2
Hu, Haifei;Tinker, Nicholas A;2
Fiedler, Jason D;Hu, Haifei;2
Hu, Haifei;Li, Chengdao;8
Hu, Haifei;Maughan, Peter J;2
Hu, Haifei;Spannagl, Manuel;3
Hu, Haifei;Mascher, Martin;3
Isidro Y Sánchez, Julio;Itaya, Asuka;2
Isidro Y Sánchez, Julio;Jannink, Jean-Luc;2
Isidro Y Sánchez, Julio;Jia, Yong;2
Isidro Y Sánchez, Julio;Kaur, Rajvinder;2
Isidro Y Sánchez, Julio;Knauft, Manuela;2
Isidro Y Sánchez, Julio;Langdon, Tim;2
Isidro Y Sánchez, Julio;Lux, Thomas;2
Isidro Y Sánchez, Julio;Marmon, Sofia;2
Isidro Y Sánchez, Julio;Marosi, Vanda;2
Isidro Y Sánchez, Julio;Mayer, Klaus F X;2
Isidro Y Sánchez, Julio;Michel, Steve;2
Isidro Y Sánchez, Julio;Nandety, Raja Sekhar;2
Isidro Y Sánchez, Julio;Nilsen, Kirby T;2
Isidro Y Sánchez, Julio;Paczos-Grzęda, Edyta;2
Isidro Y Sánchez, Julio;Pasha, Asher;2
Isidro Y Sánchez, Julio;Prats, Elena;2
Isidro Y Sánchez, Julio;Provart, Nicholas J;2
Isidro Y Sánchez, Julio;Ravagnani, Adriana;2
Isidro Y Sánchez, Julio;Reid, Robert W;2
Isidro Y Sánchez, Julio;Schlueter, Jessica A;2
Isidro Y Sánchez, Julio;Schulman, Alan H;2
Isidro Y Sánchez, Julio;Sen, Taner Z;2
Isidro Y Sánchez, Julio;Singh, Jaswinder;2
Isidro Y Sánchez, Julio;Singh, Mehtab;2
Isidro Y Sánchez, Julio;Sirijovski, Nick;2
Isidro Y Sánchez, Julio;Stein, Nils;2
Isidro Y Sánchez, Julio;Studer, Bruno;2
Isidro Y Sánchez, Julio;Viitala, Sirja;2
Isidro Y Sánchez, Julio;Vronces, Shauna;2
Isidro Y Sánchez, Julio;Walkowiak, Sean;2
Isidro Y Sánchez, Julio;Wang, Penghao;2
Isidro Y Sánchez, Julio;Waters, Amanda J;2
Isidro Y Sánchez, Julio;Wight, Charlene P;2
Isidro Y Sánchez, Julio;Yan, Weikai;2
Isidro Y Sánchez, Julio;Yao, Eric;2
Isidro Y Sánchez, Julio;Zhang, Xiao-Qi;2
Isidro Y Sánchez, Julio;Zhou, Gaofeng;2
Isidro Y Sánchez, Julio;Zhou, Zhou;2
Isidro Y Sánchez, Julio;Tinker, Nicholas A;2
Fiedler, Jason D;Isidro Y Sánchez, Julio;2
Isidro Y Sánchez, Julio;Li, Chengdao;2
Isidro Y Sánchez, Julio;Maughan, Peter J;2
Isidro Y Sánchez, Julio;Spannagl, Manuel;2
Isidro Y Sánchez, Julio;Mascher, Martin;2
Itaya, Asuka;Jannink, Jean-Luc;2
Itaya, Asuka;Jia, Yong;2
Itaya, Asuka;Kaur, Rajvinder;2
Itaya, Asuka;Knauft, Manuela;2
Itaya, Asuka;Langdon, Tim;2
Itaya, Asuka;Lux, Thomas;2
Itaya, Asuka;Marmon, Sofia;2
Itaya, Asuka;Marosi, Vanda;2
Itaya, Asuka;Mayer, Klaus F X;2
Itaya, Asuka;Michel, Steve;2
Itaya, Asuka;Nandety, Raja Sekhar;2
Itaya, Asuka;Nilsen, Kirby T;2
Itaya, Asuka;Paczos-Grzęda, Edyta;2
Itaya, Asuka;Pasha, Asher;2
Itaya, Asuka;Prats, Elena;2
Itaya, Asuka;Provart, Nicholas J;2
Itaya, Asuka;Ravagnani, Adriana;2
Itaya, Asuka;Reid, Robert W;2
Itaya, Asuka;Schlueter, Jessica A;2
Itaya, Asuka;Schulman, Alan H;2
Itaya, Asuka;Sen, Taner Z;2
Itaya, Asuka;Singh, Jaswinder;2
Itaya, Asuka;Singh, Mehtab;2
Itaya, Asuka;Sirijovski, Nick;2
Itaya, Asuka;Stein, Nils;2
Itaya, Asuka;Studer, Bruno;2
Itaya, Asuka;Viitala, Sirja;2
Itaya, Asuka;Vronces, Shauna;2
Itaya, Asuka;Walkowiak, Sean;2
Itaya, Asuka;Wang, Penghao;2
Itaya, Asuka;Waters, Amanda J;2
Itaya, Asuka;Wight, Charlene P;2
Itaya, Asuka;Yan, Weikai;2
Itaya, Asuka;Yao, Eric;2
Itaya, Asuka;Zhang, Xiao-Qi;2
Itaya, Asuka;Zhou, Gaofeng;2
Itaya, Asuka;Zhou, Zhou;2
Itaya, Asuka;Tinker, Nicholas A;2
Fiedler, Jason D;Itaya, Asuka;2
Itaya, Asuka;Li, Chengdao;2
Itaya, Asuka;Maughan, Peter J;2
Itaya, Asuka;Spannagl, Manuel;2
Itaya, Asuka;Mascher, Martin;2
Jannink, Jean-Luc;Jia, Yong;2
Jannink, Jean-Luc;Kaur, Rajvinder;2
Jannink, Jean-Luc;Knauft, Manuela;2
Jannink, Jean-Luc;Langdon, Tim;2
Jannink, Jean-Luc;Lux, Thomas;2
Jannink, Jean-Luc;Marmon, Sofia;2
Jannink, Jean-Luc;Marosi, Vanda;2
Jannink, Jean-Luc;Mayer, Klaus F X;2
Jannink, Jean-Luc;Michel, Steve;3
Jannink, Jean-Luc;Nandety, Raja Sekhar;2
Jannink, Jean-Luc;Nilsen, Kirby T;2
Jannink, Jean-Luc;Paczos-Grzęda, Edyta;2
Jannink, Jean-Luc;Pasha, Asher;2
Jannink, Jean-Luc;Prats, Elena;2
Jannink, Jean-Luc;Provart, Nicholas J;2
Jannink, Jean-Luc;Ravagnani, Adriana;2
Jannink, Jean-Luc;Reid, Robert W;2
Jannink, Jean-Luc;Schlueter, Jessica A;2
Jannink, Jean-Luc;Schulman, Alan H;2
Jannink, Jean-Luc;Sen, Taner Z;4
Jannink, Jean-Luc;Singh, Jaswinder;2
Jannink, Jean-Luc;Singh, Mehtab;2
Jannink, Jean-Luc;Sirijovski, Nick;2
Jannink, Jean-Luc;Stein, Nils;2
Jannink, Jean-Luc;Studer, Bruno;2
Jannink, Jean-Luc;Viitala, Sirja;2
Jannink, Jean-Luc;Vronces, Shauna;2
Jannink, Jean-Luc;Walkowiak, Sean;2
Jannink, Jean-Luc;Wang, Penghao;2
Jannink, Jean-Luc;Waters, Amanda J;3
Jannink, Jean-Luc;Wight, Charlene P;4
Jannink, Jean-Luc;Yan, Weikai;2
Jannink, Jean-Luc;Yao, Eric;4
Jannink, Jean-Luc;Zhang, Xiao-Qi;2
Jannink, Jean-Luc;Zhou, Gaofeng;2
Jannink, Jean-Luc;Zhou, Zhou;2
Jannink, Jean-Luc;Tinker, Nicholas A;3
Fiedler, Jason D;Jannink, Jean-Luc;2
Jannink, Jean-Luc;Li, Chengdao;2
Jannink, Jean-Luc;Maughan, Peter J;2
Jannink, Jean-Luc;Spannagl, Manuel;2
Jannink, Jean-Luc;Mascher, Martin;2
Jia, Yong;Kaur, Rajvinder;2
Jia, Yong;Knauft, Manuela;2
Jia, Yong;Langdon, Tim;2
Jia, Yong;Lux, Thomas;3
Jia, Yong;Marmon, Sofia;2
Jia, Yong;Marosi, Vanda;2
Jia, Yong;Mayer, Klaus F X;3
Jia, Yong;Michel, Steve;2
Jia, Yong;Nandety, Raja Sekhar;2
Jia, Yong;Nilsen, Kirby T;2
Jia, Yong;Paczos-Grzęda, Edyta;2
Jia, Yong;Pasha, Asher;2
Jia, Yong;Prats, Elena;2
Jia, Yong;Provart, Nicholas J;2
Jia, Yong;Ravagnani, Adriana;2
Jia, Yong;Reid, Robert W;2
Jia, Yong;Schlueter, Jessica A;2
Jia, Yong;Schulman, Alan H;2
Jia, Yong;Sen, Taner Z;2
Jia, Yong;Singh, Jaswinder;2
Jia, Yong;Singh, Mehtab;2
Jia, Yong;Sirijovski, Nick;2
Jia, Yong;Stein, Nils;3
Jia, Yong;Studer, Bruno;2
Jia, Yong;Viitala, Sirja;2
Jia, Yong;Vronces, Shauna;2
Jia, Yong;Walkowiak, Sean;2
Jia, Yong;Wang, Penghao;3
Jia, Yong;Waters, Amanda J;2
Jia, Yong;Wight, Charlene P;2
Jia, Yong;Yan, Weikai;2
Jia, Yong;Yao, Eric;2
Jia, Yong;Zhang, Xiao-Qi;3
Jia, Yong;Zhou, Gaofeng;2
Jia, Yong;Zhou, Zhou;2
Jia, Yong;Tinker, Nicholas A;2
Fiedler, Jason D;Jia, Yong;2
Jia, Yong;Li, Chengdao;7
Jia, Yong;Maughan, Peter J;2
Jia, Yong;Spannagl, Manuel;3
Jia, Yong;Mascher, Martin;3
Kaur, Rajvinder;Knauft, Manuela;2
Kaur, Rajvinder;Langdon, Tim;2
Kaur, Rajvinder;Lux, Thomas;2
Kaur, Rajvinder;Marmon, Sofia;2
Kaur, Rajvinder;Marosi, Vanda;2
Kaur, Rajvinder;Mayer, Klaus F X;2
Kaur, Rajvinder;Michel, Steve;2
Kaur, Rajvinder;Nandety, Raja Sekhar;2
Kaur, Rajvinder;Nilsen, Kirby T;2
Kaur, Rajvinder;Paczos-Grzęda, Edyta;2
Kaur, Rajvinder;Pasha, Asher;2
Kaur, Rajvinder;Prats, Elena;2
Kaur, Rajvinder;Provart, Nicholas J;2
Kaur, Rajvinder;Ravagnani, Adriana;2
Kaur, Rajvinder;Reid, Robert W;2
Kaur, Rajvinder;Schlueter, Jessica A;2
Kaur, Rajvinder;Schulman, Alan H;2
Kaur, Rajvinder;Sen, Taner Z;2
Kaur, Rajvinder;Singh, Jaswinder;2
Kaur, Rajvinder;Singh, Mehtab;2
Kaur, Rajvinder;Sirijovski, Nick;2
Kaur, Rajvinder;Stein, Nils;2
Kaur, Rajvinder;Studer, Bruno;2
Kaur, Rajvinder;Viitala, Sirja;2
Kaur, Rajvinder;Vronces, Shauna;2
Kaur, Rajvinder;Walkowiak, Sean;2
Kaur, Rajvinder;Wang, Penghao;2
Kaur, Rajvinder;Waters, Amanda J;2
Kaur, Rajvinder;Wight, Charlene P;2
Kaur, Rajvinder;Yan, Weikai;2
Kaur, Rajvinder;Yao, Eric;2
Kaur, Rajvinder;Zhang, Xiao-Qi;2
Kaur, Rajvinder;Zhou, Gaofeng;2
Kaur, Rajvinder;Zhou, Zhou;2
Kaur, Rajvinder;Tinker, Nicholas A;2
Fiedler, Jason D;Kaur, Rajvinder;2
Kaur, Rajvinder;Li, Chengdao;2
Kaur, Rajvinder;Maughan, Peter J;2
Kaur, Rajvinder;Spannagl, Manuel;2
Kaur, Rajvinder;Mascher, Martin;2
Knauft, Manuela;Langdon, Tim;2
Knauft, Manuela;Lux, Thomas;4
Knauft, Manuela;Marmon, Sofia;2
Knauft, Manuela;Marosi, Vanda;2
Knauft, Manuela;Mayer, Klaus F X;4
Knauft, Manuela;Michel, Steve;2
Knauft, Manuela;Nandety, Raja Sekhar;2
Knauft, Manuela;Nilsen, Kirby T;2
Knauft, Manuela;Paczos-Grzęda, Edyta;2
Knauft, Manuela;Pasha, Asher;2
Knauft, Manuela;Prats, Elena;2
Knauft, Manuela;Provart, Nicholas J;2
Knauft, Manuela;Ravagnani, Adriana;2
Knauft, Manuela;Reid, Robert W;2
Knauft, Manuela;Schlueter, Jessica A;2
Knauft, Manuela;Schulman, Alan H;2
Knauft, Manuela;Sen, Taner Z;2
Knauft, Manuela;Singh, Jaswinder;2
Knauft, Manuela;Singh, Mehtab;2
Knauft, Manuela;Sirijovski, Nick;2
Knauft, Manuela;Stein, Nils;4
Knauft, Manuela;Studer, Bruno;2
Knauft, Manuela;Viitala, Sirja;2
Knauft, Manuela;Vronces, Shauna;2
Knauft, Manuela;Walkowiak, Sean;2
Knauft, Manuela;Wang, Penghao;3
Knauft, Manuela;Waters, Amanda J;2
Knauft, Manuela;Wight, Charlene P;2
Knauft, Manuela;Yan, Weikai;2
Knauft, Manuela;Yao, Eric;2
Knauft, Manuela;Zhang, Xiao-Qi;3
Knauft, Manuela;Zhou, Gaofeng;2
Knauft, Manuela;Zhou, Zhou;2
Knauft, Manuela;Tinker, Nicholas A;2
Fiedler, Jason D;Knauft, Manuela;2
Knauft, Manuela;Li, Chengdao;3
Knauft, Manuela;Maughan, Peter J;2
Knauft, Manuela;Spannagl, Manuel;4
Knauft, Manuela;Mascher, Martin;4
Langdon, Tim;Lux, Thomas;2
Langdon, Tim;Marmon, Sofia;2
Langdon, Tim;Marosi, Vanda;2
Langdon, Tim;Mayer, Klaus F X;2
Langdon, Tim;Michel, Steve;2
Langdon, Tim;Nandety, Raja Sekhar;2
Langdon, Tim;Nilsen, Kirby T;2
Langdon, Tim;Paczos-Grzęda, Edyta;2
Langdon, Tim;Pasha, Asher;2
Langdon, Tim;Prats, Elena;2
Langdon, Tim;Provart, Nicholas J;2
Langdon, Tim;Ravagnani, Adriana;2
Langdon, Tim;Reid, Robert W;2
Langdon, Tim;Schlueter, Jessica A;2
Langdon, Tim;Schulman, Alan H;2
Langdon, Tim;Sen, Taner Z;2
Langdon, Tim;Singh, Jaswinder;2
Langdon, Tim;Singh, Mehtab;2
Langdon, Tim;Sirijovski, Nick;2
Langdon, Tim;Stein, Nils;2
Langdon, Tim;Studer, Bruno;2
Langdon, Tim;Viitala, Sirja;2
Langdon, Tim;Vronces, Shauna;2
Langdon, Tim;Walkowiak, Sean;2
Langdon, Tim;Wang, Penghao;2
Langdon, Tim;Waters, Amanda J;2
Langdon, Tim;Wight, Charlene P;2
Langdon, Tim;Yan, Weikai;2
Langdon, Tim;Yao, Eric;2
Langdon, Tim;Zhang, Xiao-Qi;2
Langdon, Tim;Zhou, Gaofeng;2
Langdon, Tim;Zhou, Zhou;2
Langdon, Tim;Tinker, Nicholas A;2
Fiedler, Jason D;Langdon, Tim;2
Langdon, Tim;Li, Chengdao;2
Langdon, Tim;Maughan, Peter J;2
Langdon, Tim;Spannagl, Manuel;2
Langdon, Tim;Mascher, Martin;2
Lux, Thomas;Marmon, Sofia;2
Lux, Thomas;Marosi, Vanda;2
Lux, Thomas;Mayer, Klaus F X;10
Lux, Thomas;Michel, Steve;2
Lux, Thomas;Nandety, Raja Sekhar;2
Lux, Thomas;Nilsen, Kirby T;2
Lux, Thomas;Paczos-Grzęda, Edyta;2
Lux, Thomas;Pasha, Asher;2
Lux, Thomas;Prats, Elena;2
Lux, Thomas;Provart, Nicholas J;2
Lux, Thomas;Ravagnani, Adriana;2
Lux, Thomas;Reid, Robert W;2
Lux, Thomas;Schlueter, Jessica A;2
Lux, Thomas;Schulman, Alan H;2
Lux, Thomas;Sen, Taner Z;2
Lux, Thomas;Singh, Jaswinder;2
Lux, Thomas;Singh, Mehtab;2
Lux, Thomas;Sirijovski, Nick;2
Lux, Thomas;Stein, Nils;10
Lux, Thomas;Studer, Bruno;2
Lux, Thomas;Viitala, Sirja;2
Lux, Thomas;Vronces, Shauna;2
Lux, Thomas;Walkowiak, Sean;3
Lux, Thomas;Wang, Penghao;5
Lux, Thomas;Waters, Amanda J;2
Lux, Thomas;Wight, Charlene P;2
Lux, Thomas;Yan, Weikai;2
Lux, Thomas;Yao, Eric;2
Lux, Thomas;Zhang, Xiao-Qi;5
Lux, Thomas;Zhou, Gaofeng;3
Lux, Thomas;Zhou, Zhou;2
Lux, Thomas;Tinker, Nicholas A;2
Fiedler, Jason D;Lux, Thomas;2
Li, Chengdao;Lux, Thomas;5
Lux, Thomas;Maughan, Peter J;2
Lux, Thomas;Spannagl, Manuel;12
Lux, Thomas;Mascher, Martin;10
Marmon, Sofia;Marosi, Vanda;2
Marmon, Sofia;Mayer, Klaus F X;2
Marmon, Sofia;Michel, Steve;2
Marmon, Sofia;Nandety, Raja Sekhar;2
Marmon, Sofia;Nilsen, Kirby T;2
Marmon, Sofia;Paczos-Grzęda, Edyta;2
Marmon, Sofia;Pasha, Asher;2
Marmon, Sofia;Prats, Elena;2
Marmon, Sofia;Provart, Nicholas J;2
Marmon, Sofia;Ravagnani, Adriana;2
Marmon, Sofia;Reid, Robert W;2
Marmon, Sofia;Schlueter, Jessica A;2
Marmon, Sofia;Schulman, Alan H;2
Marmon, Sofia;Sen, Taner Z;2
Marmon, Sofia;Singh, Jaswinder;2
Marmon, Sofia;Singh, Mehtab;2
Marmon, Sofia;Sirijovski, Nick;2
Marmon, Sofia;Stein, Nils;2
Marmon, Sofia;Studer, Bruno;2
Marmon, Sofia;Viitala, Sirja;2
Marmon, Sofia;Vronces, Shauna;2
Marmon, Sofia;Walkowiak, Sean;2
Marmon, Sofia;Wang, Penghao;2
Marmon, Sofia;Waters, Amanda J;2
Marmon, Sofia;Wight, Charlene P;2
Marmon, Sofia;Yan, Weikai;2
Marmon, Sofia;Yao, Eric;2
Marmon, Sofia;Zhang, Xiao-Qi;2
Marmon, Sofia;Zhou, Gaofeng;2
Marmon, Sofia;Zhou, Zhou;2
Marmon, Sofia;Tinker, Nicholas A;2
Fiedler, Jason D;Marmon, Sofia;2
Li, Chengdao;Marmon, Sofia;2
Marmon, Sofia;Maughan, Peter J;2
Marmon, Sofia;Spannagl, Manuel;2
Marmon, Sofia;Mascher, Martin;2
Marosi, Vanda;Mayer, Klaus F X;2
Marosi, Vanda;Michel, Steve;2
Marosi, Vanda;Nandety, Raja Sekhar;2
Marosi, Vanda;Nilsen, Kirby T;2
Marosi, Vanda;Paczos-Grzęda, Edyta;2
Marosi, Vanda;Pasha, Asher;2
Marosi, Vanda;Prats, Elena;2
Marosi, Vanda;Provart, Nicholas J;2
Marosi, Vanda;Ravagnani, Adriana;2
Marosi, Vanda;Reid, Robert W;2
Marosi, Vanda;Schlueter, Jessica A;2
Marosi, Vanda;Schulman, Alan H;2
Marosi, Vanda;Sen, Taner Z;2
Marosi, Vanda;Singh, Jaswinder;2
Marosi, Vanda;Singh, Mehtab;2
Marosi, Vanda;Sirijovski, Nick;2
Marosi, Vanda;Stein, Nils;2
Marosi, Vanda;Studer, Bruno;2
Marosi, Vanda;Viitala, Sirja;2
Marosi, Vanda;Vronces, Shauna;2
Marosi, Vanda;Walkowiak, Sean;2
Marosi, Vanda;Wang, Penghao;2
Marosi, Vanda;Waters, Amanda J;2
Marosi, Vanda;Wight, Charlene P;2
Marosi, Vanda;Yan, Weikai;2
Marosi, Vanda;Yao, Eric;2
Marosi, Vanda;Zhang, Xiao-Qi;2
Marosi, Vanda;Zhou, Gaofeng;2
Marosi, Vanda;Zhou, Zhou;2
Marosi, Vanda;Tinker, Nicholas A;2
Fiedler, Jason D;Marosi, Vanda;2
Li, Chengdao;Marosi, Vanda;2
Marosi, Vanda;Maughan, Peter J;2
Marosi, Vanda;Spannagl, Manuel;2
Marosi, Vanda;Mascher, Martin;2
Mayer, Klaus F X;Michel, Steve;2
Mayer, Klaus F X;Nandety, Raja Sekhar;2
Mayer, Klaus F X;Nilsen, Kirby T;2
Mayer, Klaus F X;Paczos-Grzęda, Edyta;2
Mayer, Klaus F X;Pasha, Asher;2
Mayer, Klaus F X;Prats, Elena;2
Mayer, Klaus F X;Provart, Nicholas J;2
Mayer, Klaus F X;Ravagnani, Adriana;2
Mayer, Klaus F X;Reid, Robert W;2
Mayer, Klaus F X;Schlueter, Jessica A;2
Mayer, Klaus F X;Schulman, Alan H;2
Mayer, Klaus F X;Sen, Taner Z;2
Mayer, Klaus F X;Singh, Jaswinder;2
Mayer, Klaus F X;Singh, Mehtab;2
Mayer, Klaus F X;Sirijovski, Nick;2
Mayer, Klaus F X;Stein, Nils;8
Mayer, Klaus F X;Studer, Bruno;2
Mayer, Klaus F X;Viitala, Sirja;2
Mayer, Klaus F X;Vronces, Shauna;2
Mayer, Klaus F X;Walkowiak, Sean;2
Mayer, Klaus F X;Wang, Penghao;5
Mayer, Klaus F X;Waters, Amanda J;2
Mayer, Klaus F X;Wight, Charlene P;2
Mayer, Klaus F X;Yan, Weikai;2
Mayer, Klaus F X;Yao, Eric;2
Mayer, Klaus F X;Zhang, Xiao-Qi;5
Mayer, Klaus F X;Zhou, Gaofeng;3
Mayer, Klaus F X;Zhou, Zhou;2
Mayer, Klaus F X;Tinker, Nicholas A;2
Fiedler, Jason D;Mayer, Klaus F X;2
Li, Chengdao;Mayer, Klaus F X;5
Maughan, Peter J;Mayer, Klaus F X;2
Mayer, Klaus F X;Spannagl, Manuel;11
Mascher, Martin;Mayer, Klaus F X;8
Michel, Steve;Nandety, Raja Sekhar;2
Michel, Steve;Nilsen, Kirby T;2
Michel, Steve;Paczos-Grzęda, Edyta;2
Michel, Steve;Pasha, Asher;2
Michel, Steve;Prats, Elena;2
Michel, Steve;Provart, Nicholas J;2
Michel, Steve;Ravagnani, Adriana;2
Michel, Steve;Reid, Robert W;2
Michel, Steve;Schlueter, Jessica A;2
Michel, Steve;Schulman, Alan H;2
Michel, Steve;Sen, Taner Z;3
Michel, Steve;Singh, Jaswinder;2
Michel, Steve;Singh, Mehtab;2
Michel, Steve;Sirijovski, Nick;2
Michel, Steve;Stein, Nils;2
Michel, Steve;Studer, Bruno;2
Michel, Steve;Viitala, Sirja;2
Michel, Steve;Vronces, Shauna;2
Michel, Steve;Walkowiak, Sean;2
Michel, Steve;Wang, Penghao;2
Michel, Steve;Waters, Amanda J;3
Michel, Steve;Wight, Charlene P;3
Michel, Steve;Yan, Weikai;2
Michel, Steve;Yao, Eric;3
Michel, Steve;Zhang, Xiao-Qi;2
Michel, Steve;Zhou, Gaofeng;2
Michel, Steve;Zhou, Zhou;2
Michel, Steve;Tinker, Nicholas A;2
Fiedler, Jason D;Michel, Steve;2
Li, Chengdao;Michel, Steve;2
Maughan, Peter J;Michel, Steve;2
Michel, Steve;Spannagl, Manuel;2
Mascher, Martin;Michel, Steve;2
Nandety, Raja Sekhar;Nilsen, Kirby T;2
Nandety, Raja Sekhar;Paczos-Grzęda, Edyta;2
Nandety, Raja Sekhar;Pasha, Asher;2
Nandety, Raja Sekhar;Prats, Elena;2
Nandety, Raja Sekhar;Provart, Nicholas J;2
Nandety, Raja Sekhar;Ravagnani, Adriana;2
Nandety, Raja Sekhar;Reid, Robert W;2
Nandety, Raja Sekhar;Schlueter, Jessica A;2
Nandety, Raja Sekhar;Schulman, Alan H;2
Nandety, Raja Sekhar;Sen, Taner Z;2
Nandety, Raja Sekhar;Singh, Jaswinder;2
Nandety, Raja Sekhar;Singh, Mehtab;2
Nandety, Raja Sekhar;Sirijovski, Nick;2
Nandety, Raja Sekhar;Stein, Nils;2
Nandety, Raja Sekhar;Studer, Bruno;2
Nandety, Raja Sekhar;Viitala, Sirja;2
Nandety, Raja Sekhar;Vronces, Shauna;2
Nandety, Raja Sekhar;Walkowiak, Sean;2
Nandety, Raja Sekhar;Wang, Penghao;2
Nandety, Raja Sekhar;Waters, Amanda J;2
Nandety, Raja Sekhar;Wight, Charlene P;2
Nandety, Raja Sekhar;Yan, Weikai;2
Nandety, Raja Sekhar;Yao, Eric;2
Nandety, Raja Sekhar;Zhang, Xiao-Qi;2
Nandety, Raja Sekhar;Zhou, Gaofeng;2
Nandety, Raja Sekhar;Zhou, Zhou;2
Nandety, Raja Sekhar;Tinker, Nicholas A;2
Fiedler, Jason D;Nandety, Raja Sekhar;2
Li, Chengdao;Nandety, Raja Sekhar;2
Maughan, Peter J;Nandety, Raja Sekhar;2
Nandety, Raja Sekhar;Spannagl, Manuel;2
Mascher, Martin;Nandety, Raja Sekhar;2
Nilsen, Kirby T;Paczos-Grzęda, Edyta;2
