source;target;weight
Feil Edward J;Méric Guillaume;3
Jolley Keith A;Méric Guillaume;4
Corander Jukka;Méric Guillaume;3
Méric Guillaume;Sheppard Samuel K;7
Bayliss Sion C;Feil Edward J;4
Pascoe Ben;Yahara Koji;4
Feil Edward J;Pascoe Ben;3
Jolley Keith A;Pascoe Ben;4
Corander Jukka;Pascoe Ben;3
Feil Edward J;Yahara Koji;3
Jolley Keith A;Yahara Koji;4
Corander Jukka;Yahara Koji;3
Sheppard Samuel K;Yahara Koji;4
Feil Edward J;Jolley Keith A;3
Corander Jukka;Feil Edward J;3
Feil Edward J;Sheppard Samuel K;5
Corander Jukka;Jolley Keith A;3
Jolley Keith A;Sheppard Samuel K;4
Corander Jukka;Sheppard Samuel K;3
Cho Byung-Kwan;Jeong Yujin;3
Monk Jonathan M;Seif Yara;4
Lugli Gabriele Andrea;Mancabelli Leonardo;7
Lugli Gabriele Andrea;Viappiani Alice;5
Lugli Gabriele Andrea;Ventura Marco;10
Lugli Gabriele Andrea;Turroni Francesca;9
Lugli Gabriele Andrea;Milani Christian;10
Mancabelli Leonardo;Viappiani Alice;5
Mancabelli Leonardo;Ventura Marco;7
Mancabelli Leonardo;Turroni Francesca;7
Mancabelli Leonardo;Milani Christian;7
Ventura Marco;Viappiani Alice;5
Turroni Francesca;Viappiani Alice;5
Milani Christian;Viappiani Alice;5
Turroni Francesca;Ventura Marco;10
Milani Christian;Ventura Marco;10
Milani Christian;Turroni Francesca;9
Silva Artur;Soares Siomar de Castro;4
Mengoni Alessio;Viti Carlo;3
Mengoni Alessio;diCenzo George C;3
Ali Amjad;Zhang Tianyu;3
Wei Yi;Yuan Chao;3
Wei Yi;Zhang Si;3
Wei Yi;Yin Zhiqiu;3
Lugli Gabriele Andrea;Margolles Abelardo;3
Margolles Abelardo;Milani Christian;3
Mancabelli Leonardo;Margolles Abelardo;3
Margolles Abelardo;Turroni Francesca;3
Margolles Abelardo;Ventura Marco;3
Achtman Mark;Zhou Zhemin;3
Livingstone Paul G;Whitworth David E;4
Yang Fei;Zhang Xian;3
Biggs Patrick J;French Nigel P;3
Guttman David S;Thakur Shalabh;3
Emond-Rheault Jean-Guillaume;Kukavica-Ibrulj Irena;3
Emond-Rheault Jean-Guillaume;Levesque Roger C;3
Kukavica-Ibrulj Irena;Levesque Roger C;3
Gannon Victor P J;Laing Chad R;4
Kim Joon Yong;Kim Yeon Bee;3
Kim Yeon Bee;Song Hye Seon;3
Kim Yeon Bee;Rhee Jin-Kyu;3
Kim Yeon Bee;Roh Seong Woon;3
Kim Joon Yong;Song Hye Seon;3
Kim Joon Yong;Rhee Jin-Kyu;3
Kim Joon Yong;Roh Seong Woon;3
Rhee Jin-Kyu;Song Hye Seon;3
Roh Seong Woon;Song Hye Seon;3
Lee Se Hee;Roh Seong Woon;3
Rhee Jin-Kyu;Roh Seong Woon;3
Almeida Renan N D;Dillon Marcus M;3
Dillon Marcus M;Guttman David S;3
Almeida Renan N D;Guttman David S;3
Andreani Julien;Levasseur Anthony;3
Andreani Julien;La Scola Bernard;4
Mende Daniel R;Sunagawa Shinichi;3
Bork Peer;Mende Daniel R;3
Bork Peer;Sunagawa Shinichi;3
Salzberg Steven L;Sherman Rachel M;3
Gunasekaran Paramasamy;Rajendhran Jeyaprakash;3
Criscuolo Alexis;Diancourt Laure;3
Chun Byung Hee;Kim Kyung Hyun;4
Jeon Che Ok;Kim Kyung Hyun;4
Chun Byung Hee;Jeon Che Ok;4
Felten Arnaud;Mistou Michel-Yves;3
Felten Arnaud;Radomski Nicolas;3
Mistou Michel-Yves;Radomski Nicolas;3
Liu Yunya;Zhu Dekang;3
Zhang Ling;Zhu Dekang;3
Yu Yanling;Zhu Dekang;3
Chen Xiaoyue;Zhu Dekang;3
Liu Yunya;Wang Mingshu;3
Wang Mingshu;Zhang Ling;3
Wang Mingshu;Yu Yanling;3
Chen Xiaoyue;Wang Mingshu;3
Jia Renyong;Liu Yunya;3
Jia Renyong;Zhang Ling;3
Jia Renyong;Yu Yanling;3
Chen Xiaoyue;Jia Renyong;3
Chen Shun;Liu Yunya;3
Chen Shun;Zhang Ling;3
Chen Shun;Yu Yanling;3
Chen Shun;Chen Xiaoyue;3
Liu Mafeng;Liu Yunya;3
Liu Mafeng;Zhang Ling;3
Liu Mafeng;Yu Yanling;3
Chen Xiaoyue;Liu Mafeng;3
Liu Yunya;Yang Qiao;3
Yang Qiao;Zhang Ling;3
Yang Qiao;Yu Yanling;3
Chen Xiaoyue;Yang Qiao;3
Liu Yunya;Wu Ying;3
Wu Ying;Zhang Ling;3
Wu Ying;Yu Yanling;3
Chen Xiaoyue;Wu Ying;3
Liu Yunya;Zhang Shaqiu;3
Zhang Ling;Zhang Shaqiu;3
Yu Yanling;Zhang Shaqiu;3
Chen Xiaoyue;Zhang Shaqiu;3
Liu Yunya;Zhang Ling;3
Liu Yunya;Yu Yanling;3
Chen Xiaoyue;Liu Yunya;3
Cheng Anchun;Liu Yunya;3
Yu Yanling;Zhang Ling;3
Chen Xiaoyue;Zhang Ling;3
Cheng Anchun;Zhang Ling;3
Chen Xiaoyue;Yu Yanling;3
Cheng Anchun;Yu Yanling;3
Chen Xiaoyue;Cheng Anchun;3
Calteau Alexandra;Lajus Aurélie;3
Zhang Yadong;Zhao Yongbing;3
Xiao Jingfa;Zhao Yongbing;7
Asnicar Francesco;Tett Adrian;3
Pasolli Edoardo;Tett Adrian;3
Tett Adrian;Zolfo Moreno;3
Segata Nicola;Tett Adrian;3
Asnicar Francesco;Pasolli Edoardo;3
Asnicar Francesco;Zolfo Moreno;3
Asnicar Francesco;Segata Nicola;3
Pasolli Edoardo;Zolfo Moreno;3
Pasolli Edoardo;Segata Nicola;3
Segata Nicola;Zolfo Moreno;3
Bayer Philipp E;Hurgobin Bhavna;4
Edwards David;Hurgobin Bhavna;5
Batley Jacqueline;Hurgobin Bhavna;4
Miragaia Maria;Méric Guillaume;3
Miragaia Maria;Sheppard Samuel K;3
Ali Amjad;Naz Kanwal;3
Fitzpatrick David A;McCarthy Charley G P;3
Lu Jinyuan;Sun Chen;4
Hu Zhiqiang;Lu Jinyuan;4
Hu Zhiqiang;Sun Chen;4
Sun Chen;Wei Chaochun;4
Hu Zhiqiang;Wei Chaochun;4
Knight Daniel R;Riley Thomas V;3
Ali Amjad;Naz Anam;3
Bray James E;Jolley Keith A;3
Bray James E;Maiden Martin C J;3
Duranti Sabrina;Lugli Gabriele Andrea;7
Lugli Gabriele Andrea;Mangifesta Marta;5
Lugli Gabriele Andrea;van Sinderen Douwe;6
Duranti Sabrina;Milani Christian;7
Mangifesta Marta;Milani Christian;5
Milani Christian;van Sinderen Douwe;6
Duranti Sabrina;Mancabelli Leonardo;5
Duranti Sabrina;Mangifesta Marta;5
Duranti Sabrina;Viappiani Alice;4
Duranti Sabrina;van Sinderen Douwe;6
Duranti Sabrina;Ventura Marco;7
Duranti Sabrina;Turroni Francesca;7
Mancabelli Leonardo;Mangifesta Marta;5
Mancabelli Leonardo;van Sinderen Douwe;4
Mangifesta Marta;Viappiani Alice;4
Mangifesta Marta;van Sinderen Douwe;4
Mangifesta Marta;Ventura Marco;5
Mangifesta Marta;Turroni Francesca;5
Viappiani Alice;van Sinderen Douwe;3
Ventura Marco;van Sinderen Douwe;7
Turroni Francesca;van Sinderen Douwe;7
Burne Robert A;Richards Vincent P;4
Colson Philippe;Raoult Didier;8
La Scola Bernard;Raoult Didier;8
Maiden Martin C J;Méric Guillaume;3
Mageiros Leonardos;Maiden Martin C J;3
Maiden Martin C J;Yahara Koji;3
Maiden Martin C J;Pascoe Ben;3
Maiden Martin C J;Sheppard Samuel K;3
Fani Renato;Perrin Elena;4
Chaudhari Narendrakumar M;Gupta Vinod Kumar;3
Chaudhari Narendrakumar M;Dutta Chitra;3
Dutta Chitra;Gupta Vinod Kumar;3
Bazzicalupo Marco;Galardini Marco;4
Galardini Marco;Mengoni Alessio;5
Bazzicalupo Marco;Mengoni Alessio;6
Bayer Philipp E;Chan Chon-Kit Kenneth;4
Chan Chon-Kit Kenneth;Golicz Agnieszka A;4
Chan Chon-Kit Kenneth;Edwards David;4
Batley Jacqueline;Chan Chon-Kit Kenneth;4
Checcucci Alice;Mengoni Alessio;3
Wu Jiayan;Zhang Zhewen;3
Yu Jun;Zhao Yongbing;5
Wu Jiayan;Zhao Yongbing;4
Wu Jiayan;Yu Jun;6
Xiao Jingfa;Yu Jun;8
Wu Jiayan;Xiao Jingfa;7
Beck Erin;Fouts Derrick E;3
Aherfi Sarah;Raoult Didier;3
Colson Philippe;Dornas Fábio P;3
Holley Guillaume;Stoye Jens;3
Liu Xueduan;Zhang Xian;3
Hu Zhiqiang;Zhao Yue;3
Hu Zhiqiang;Shi Jianxin;3
Sun Chen;Zhao Yue;3
Shi Jianxin;Sun Chen;3
Lu Jinyuan;Zhao Yue;3
Shi Jianxin;Zhao Yue;3
Wei Chaochun;Zhao Yue;3
Lu Jinyuan;Shi Jianxin;3
Shi Jianxin;Wei Chaochun;3
Yang Junhui;Zhao Yongbing;3
Yang Junhui;Yu Jun;3
Wu Jiayan;Yang Junhui;3
Xiao Jingfa;Yang Junhui;3
Assis Felipe L;Colson Philippe;3
Aarestrup Frank M;Kaas Rolf S;3
Golicz Agnieszka A;Hurgobin Bhavna;3
Chan Chon-Kit Kenneth;Hurgobin Bhavna;3
Bolotin Evgeni;Hershberg Ruth;3
Ferrario Chiara;Lugli Gabriele Andrea;5
Ferrario Chiara;Milani Christian;5
Ferrario Chiara;Turroni Francesca;4
Duranti Sabrina;Ferrario Chiara;4
Ferrario Chiara;Mancabelli Leonardo;4
Ferrario Chiara;Mangifesta Marta;4
Ferrario Chiara;van Sinderen Douwe;3
Ferrario Chiara;Ventura Marco;5
Gilbert Jack A;Lal Rup;3
Barbe Valérie;Calteau Alexandra;3
Bosi Emanuele;Fondi Marco;4
Bosi Emanuele;Fani Renato;3
Fondi Marco;Orlandini Valerio;3
Fondi Marco;Perrin Elena;3
Fondi Marco;Maida Isabel;3
Fani Renato;Fondi Marco;5
Orlandini Valerio;Perrin Elena;3
Maida Isabel;Orlandini Valerio;3
Fani Renato;Orlandini Valerio;3
Maida Isabel;Perrin Elena;3
Fani Renato;Maida Isabel;3
Beller Timo;Ohlebusch Enno;3
Xiao Jingfa;Zhang Zhang;4
Blom Jochen;Goesmann Alexander;3
Ferrario Chiara;Viappiani Alice;3
Demeter Janos;Song Giltae;3
Cherry J Michael;Song Giltae;3
Cherry J Michael;Demeter Janos;3
Ussery David W;Wassenaar Trudy M;4
Hauser Loren;Land Miriam;3
Raoult Didier;Robert Catherine;3
Galardini Marco;Pini Francesco;3
Biondi Emanuele G;Galardini Marco;3
Biondi Emanuele G;Pini Francesco;3
Bazzicalupo Marco;Pini Francesco;3
Mengoni Alessio;Pini Francesco;3
Bazzicalupo Marco;Biondi Emanuele G;3
Biondi Emanuele G;Mengoni Alessio;3
Lal Rup;Sangwan Naseer;3
Ali Amjad;Soares Siomar C;4
Ali Amjad;Hassan Syed S;4
Ali Amjad;Miyoshi Anderson;4
Ali Amjad;Silva Artur;4
Ali Amjad;Azevedo Vasco;4
Hassan Syed S;Soares Siomar C;4
Miyoshi Anderson;Soares Siomar C;4
Hassan Syed S;Miyoshi Anderson;4
Hassan Syed S;Silva Artur;4
Azevedo Vasco;Hassan Syed S;4
Miyoshi Anderson;Silva Artur;5
Azevedo Vasco;Miyoshi Anderson;5
Ehrlich Garth D;Hu Fen Z;3
Medini Duccio;Tettelin Hervé;5
Riley David R;Tettelin Hervé;4
Cramer Nina;Klockgether Jens;3
Klockgether Jens;Wiehlmann Lutz;3
Cramer Nina;Wiehlmann Lutz;3
Cramer Nina;Tümmler Burkhard;3
Davenport Colin F;Tümmler Burkhard;3
Tümmler Burkhard;Wiehlmann Lutz;3
La Scola Bernard;Pagnier Isabelle;4
Pagnier Isabelle;Raoult Didier;4
Colson Philippe;Pagnier Isabelle;4
Richards Vincent P;Stanhope Michael J;3
Burne Robert A;Stanhope Michael J;3
Bottacini Francesca;Turroni Francesca;3
Bottacini Francesca;Ventura Marco;3
Fournous Ghislain;Raoult Didier;3
Colson Philippe;Fournous Ghislain;3
Bakhtiar Syeda M;Soares Siomar C;3
Dorella Fernanda A;Silva Artur;3
Bakhtiar Syeda M;Silva Artur;3
Ali Amjad;Bakhtiar Syeda M;3
Dorella Fernanda A;Miyoshi Anderson;3
Azevedo Vasco;Dorella Fernanda A;3
Bakhtiar Syeda M;Hassan Syed S;3
Bakhtiar Syeda M;Miyoshi Anderson;3
Azevedo Vasco;Bakhtiar Syeda M;3
Lefébure Tristan;Stanhope Michael J;3
Friis Carsten;Ussery David W;4
Gannon Victor P J;Thomas James E;3
Dunning Hotopp Julie C;Tettelin Hervé;3
Angiuoli Samuel V;Tettelin Hervé;3
Ivanova Natalia;Lapidus Alla;3
Snipen Lars;Ussery David W;3
Donati Claudio;Tettelin Hervé;3
Donati Claudio;Rappuoli Rino;3
Donati Claudio;Masignani Vega;3
Rappuoli Rino;Tettelin Hervé;3
Masignani Vega;Tettelin Hervé;3
Bayjanov Jumamurat R;Siezen Roland J;3
